NAME	RNA splicing, via transesterification reactions	mRNA splicing, via spliceosome	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	blood vessel development	neuron migration	vasculature development	cardiac septum development	ventricular septum development	glucose catabolic process	pyruvate metabolic process	purine nucleotide catabolic process	DNA-templated transcription	regulation of DNA-templated transcription	regulation of transcription by RNA polymerase I	rRNA processing	RNA processing	mRNA processing	regulation of translation	regulation of translational initiation	cell-substrate junction assembly	enzyme-linked receptor protein signaling pathway	small GTPase-mediated signal transduction	chemical synaptic transmission	axonogenesis	axon guidance	central nervous system development	brain development	RNA splicing	nucleoside diphosphate metabolic process	purine ribonucleoside diphosphate metabolic process	ribonucleotide catabolic process	negative regulation of biosynthetic process	positive regulation of biosynthetic process	negative regulation of signal transduction	glial cell differentiation	regulation of gene expression	regulation of macromolecule biosynthetic process	positive regulation of macromolecule biosynthetic process	negative regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	post-transcriptional regulation of gene expression	negative regulation of gene expression	regulation of neuron projection development	RNA metabolic process	mRNA metabolic process	rRNA metabolic process	regulation of nucleobase-containing compound metabolic process	hexose catabolic process	pyridine nucleotide catabolic process	spinal cord development	telencephalon development	pallium development	limbic system development	hippocampus development	central nervous system neuron differentiation	neurogenesis	neuron differentiation	maturation of SSU-rRNA	forebrain development	hindbrain development	neuron projection development	positive regulation of cell projection organization	RNA biosynthetic process	gliogenesis	ribosomal small subunit biogenesis	chordate embryonic development	protein folding chaperone	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription by RNA polymerase I	ADP metabolic process	ADP catabolic process	nicotinamide nucleotide metabolic process	neuron development	cell morphogenesis involved in neuron differentiation	generation of neurons	oligodendrocyte differentiation	neuron projection morphogenesis	dendrite morphogenesis	regulation of neurogenesis	negative regulation of neurogenesis	regulation of axonogenesis	modulation of chemical synaptic transmission	regulation of synapse organization	regulation of small GTPase mediated signal transduction	nuclear export	regulation of protein metabolic process	negative regulation of protein metabolic process	regulation of RNA metabolic process	negative regulation of RNA metabolic process	positive regulation of RNA metabolic process	regulation of nervous system development	negative regulation of nervous system development	epithelial tube morphogenesis	axon development	glycolytic process through fructose-6-phosphate	trans-synaptic signaling	regulation of plasma membrane bounded cell projection organization	plasma membrane bounded cell projection morphogenesis	ATP-dependent protein folding chaperone	intracellular signaling cassette	nucleic acid biosynthetic process	nucleoside phosphate catabolic process	regulation of cell junction assembly	regulation of intracellular signal transduction	positive regulation of RNA biosynthetic process	regulation of RNA biosynthetic process
chemical synaptic transmission	-0.04646939720529831	-0.045814147321244926	-0.018701134042403287	-0.011273798596511541	0.0590866349843707	-0.016173229716406758	-0.005633249271280887	-0.009780907668230051	-0.018701134042403287	-0.01384384146823887	-0.004456398491681636	-0.12335413030540085	-0.1182402742610528	-0.020606554514232676	-0.0497830244546487	-0.09166391470491107	-0.05696338718220428	0.0012082158679026175	0.0021634534125109252	-0.022429152928051248	0.015327878298951488	-0.026190694228224617	1.0	0.12279769013070714	0.04730482726259514	0.05184378504907993	0.07751308583965312	-0.056397358799092766	0.00588665022074783	0.008797245707125817	-0.0026090791704094017	-0.053066370072693034	-0.06591074736554436	-0.04905227202732639	0.039288227797538655	-0.09213180020430083	-0.0909936312912134	-0.07375743498799416	-0.04846984837208076	-0.07329553884746394	-0.0502038189229777	0.001225363792768474	-9.825324061939755E-4	0.1103295075897818	-0.12770899511052805	-0.05248018409613923	-0.058327875401217276	-0.11022708083907522	-0.023406102490097048	-0.006573831907824751	0.004083014006702912	0.07423930832764802	0.06133043892299287	0.053001026987538016	0.04755303694010391	0.004684242795831534	0.086088577090384	0.11080378081881626	-0.02523452425080626	0.07520056804159954	0.010427761642256648	0.12558926843415144	0.06975038393655304	-0.1306269678032917	0.03433905045534194	-0.03885673286464709	-0.034237662933518084	-0.010727427588470607	-0.06796196299857885	-0.09106194369414244	-0.01676354638979953	-0.007507149666348781	-0.005633249271280887	-0.01985550291357868	0.13005541734201131	0.1433527952396052	0.10219551385976663	0.015855027176903326	0.1474851115735097	0.11758036020356984	0.06758706412447509	0.024732400927464274	0.08126965304761176	0.8082068129884284	0.19946870485156276	-0.024514144568207528	-0.015593511340496512	-0.011753278817509856	0.030601088387099303	-0.10882329889096427	-0.07408666198140537	-0.08479626212523883	0.09541829239098011	0.02268715060317013	-0.002081131840394796	0.12119775401530455	-0.007244283853322852	0.9906600902508133	0.07891415507330979	0.14447146280070727	-0.010245066651144623	0.00770149282360914	-0.13025321563403405	-0.002462638043405605	0.09238459107753207	-0.03891458090632067	-0.0909288501587173	-0.11856209672239557
axonogenesis	-0.05083899094026083	-0.05036602887181144	-0.01794059017679295	0.132930881508673	0.2741678822437348	0.12533676737211347	0.1114895616172885	0.09390670110925353	-0.01794059017679295	-0.02591868101159684	-0.02591868101159684	-0.028559474900721356	-0.02264008891119657	-0.005325157334192581	-0.05159075644884518	-0.08490297817897546	-0.05439649806228735	-0.021126760563378838	-0.012576489037852755	0.06297601624802242	0.11341252537403158	0.11751016856547367	0.12279769013070714	1.0	0.6870683376447247	0.2271958901757767	0.2366153355142424	-0.0629623656997727	-0.02520158458123863	-0.023003112773795263	-0.02447670969746784	-0.006237658898787344	-0.005284318449300978	0.004449663185217271	0.12835828114042522	-0.021644907930337062	-0.020322847045185107	-0.01042682776880665	-0.002130502630422646	-0.020779921737956814	0.002453956474113907	-0.036995179325105314	0.00455253641314505	0.46796851648899057	-0.0455861268146954	-0.06559542879791198	-0.05786120804740285	-0.02764055225458592	-0.022226798897372304	-0.019956787059475765	0.13762222156972212	0.24862126770486542	0.1474638943222328	0.13733037394993386	0.11772657634653966	0.2756466876971598	0.3838734174870574	0.46355931303304193	-0.02386915010173712	0.28395601116770863	0.1295516099909716	0.6150671544221549	0.2679742321408025	-0.04342074635085202	0.14114120932767232	-0.03571122597595478	0.06779811464787201	-0.028567543886152087	-0.021146271245648288	-0.009791330713299842	-0.0014230400105914383	-0.020731105368602596	-0.01917373814487529	-0.030730695682620972	0.5536419895682622	0.8709691591248571	0.44628308257865984	0.06171116324651882	0.821359872877812	0.18548274416655053	0.3479673901068629	0.23735004073834684	0.5124041244064851	0.16158027986575912	0.2880837548523694	0.08916598047288565	0.009580027095025976	-0.0015242268716435803	0.007511051547216911	-0.020007885539390768	-0.024074050398250814	0.0018267359195614575	0.36677176961978697	0.24549017427801118	0.13749680833778255	0.9375572976108068	-0.0024170475845969753	0.12016854387812986	0.37820912105856863	0.8120060966518113	-0.019686945296110234	0.07361413127492754	-0.0431642658678231	-0.01946625224404325	0.2070834045253733	0.050708558172374386	0.005401378282734712	-0.019832104627133158
axon guidance	-0.03068905616676492	-0.030376912932807858	-0.016147447398467935	0.12381174179069561	0.20459350374783872	0.11693705120598981	0.17447174336002805	0.14689671699017368	-0.016147447398467935	-0.03099561678146364	-0.03099561678146364	-0.012268210404738708	-0.008857576093791076	0.006115394841795903	-0.039103614121912246	-0.053534857049235066	-0.038519734311288224	-0.0040431266846364215	-8.311739109200154E-4	0.03679653679653828	0.0891241324782559	0.08880018662035702	0.04730482726259514	0.6870683376447247	1.0	0.15733574839453313	0.16133156548915636	-0.03829891458478306	-0.030569708198238663	-0.029246465781851062	-0.030136346260033975	0.008683592504180075	-0.008089428550245872	0.009949561251985341	0.06328310334458292	-0.008246173301367569	-0.01007040553795258	-0.005032245875877242	0.01141650312310031	-0.006352598490891637	0.0059597737609116625	-0.016033572285007656	0.012709697639509826	0.27724908006598054	-0.02240512367781806	-0.03920520888994437	-0.042603041025150744	-0.013963706306453329	-0.019538691242340332	-0.02736809073385181	0.1342020723044179	0.19902096019917395	0.10489005194703711	0.08185607815066104	0.07975748460779122	0.2312555654496895	0.22111506641291406	0.27271624758890717	-0.0207965717166604	0.21294877865359446	0.11104160781306589	0.3771612053350896	0.1637676657866129	-0.022367237497206947	0.09136622680035304	-0.029246465781851062	0.05189468878405161	-0.024275070001423548	0.00125283059318507	0.0011171681855325002	0.01006618096879694	-0.02785057522320543	-0.026876611918014662	-0.033783517738315144	0.3337691546872249	0.5751903893596482	0.2613426779786055	0.03568629259071607	0.5344532743184788	0.11761636401586333	0.21405634213983474	0.17554423344140713	0.287970019790308	0.07081955803027573	0.20038504732873416	0.10043317824482594	-0.013563425944927952	1.4538533722782194E-4	-0.004681241868416029	-0.008089629259545891	0.007282566457017008	0.00847820936608037	0.19704712483207357	0.18960307934273946	0.13892647012553988	0.6318199827533976	-0.015423104415243265	0.045783830773687556	0.20556671332643456	0.5269061860381932	-0.017548524328636152	0.05212503763842565	-0.02356815466005404	-0.03415615357575211	0.14066470169732595	0.039185293957687516	0.00861191294661552	-0.009074015353190228
central nervous system development	-0.041191070526907285	-0.04038290880968177	-0.01172264575128045	0.13408181304785527	0.2133125804654023	0.136658688714824	0.08525525791811392	0.06365645980023	-0.004200544295881032	0.011247463903716512	0.018259893237734363	0.04073130845652135	0.0471968752875056	0.0011769156403677247	-0.050818292201455506	-0.07236190450345281	-0.02828165787651162	0.002210293653300025	-0.007176777528127332	0.0022380996868285145	0.07936641789995906	0.0030495348790543866	0.05184378504907993	0.2271958901757767	0.15733574839453313	1.0	0.8235645671472092	-0.03937617409467533	0.012274978475343104	0.015388778567931801	0.020355478478466745	0.07387581371056008	0.07815382176619783	0.06264713899833964	0.3103764854502988	0.04454618976807263	0.04273904346802937	0.08502022791600602	0.07216389683410794	0.06163971879908473	0.05725000665609249	0.006422503015220826	0.07902870478540147	0.15901329531514263	0.003116898484310433	-0.0144698935739628	-0.04831862180100901	0.03276279687423234	-0.00941952539602366	0.019614937745990973	0.22157016065972826	0.41031615446624775	0.3125581718681812	0.2653575462681379	0.19899492575971048	0.37233423989496417	0.4371507275811954	0.3794624600264144	-0.018851490076525645	0.5408915988321112	0.2918407226688195	0.29045300532445006	0.0632082057891624	0.006688145082156292	0.3259158114825799	-0.03419595920202845	0.18461213562985684	-0.0029520204804068815	0.0721420968146602	0.09456105753964965	0.005489416303396716	0.018550301552674814	0.02068504082998019	0.017979511719203322	0.31939341501854207	0.24162949012827792	0.4032878981422042	0.21034080412270897	0.23933905116055915	0.07435932790986344	0.23363144722334062	0.13881626237174016	0.09663583440627471	0.0548662208457446	0.10074964690544354	0.004056060551189271	-0.011724400158363294	0.008295425430603066	5.083512474546209E-4	0.04880806110428508	0.06852807314526674	0.11755568432950754	0.2452322220016087	0.14312773114527408	0.18055250844299914	0.2479812059313978	-0.0031398438128970186	0.0493187770355759	0.12389444467858442	0.23571209198171564	-0.013786726072885079	0.059443634883751026	0.0027881600332715817	0.01695818577149977	0.0838418796165801	0.04871294809770591	0.11188597212327128	0.04922307036183268
brain development	-0.0404076050994749	-0.03971502533354034	-0.008740272922070344	0.15204318214751436	0.2649870959813195	0.15638312979267283	0.11482397516181615	0.0850914962325079	0.0012969437239208257	-0.006136218968810781	0.0029280712921698725	0.03489689176133508	0.04071394532773018	-0.010741258741257838	-0.04242908885648445	-0.06819271518057378	-0.03780664945125948	-0.025440313111546098	-0.018439177829601763	0.014873746108611377	0.0730815880973566	0.028486791380919096	0.07751308583965312	0.2366153355142424	0.16133156548915636	0.8235645671472092	1.0	-0.044368462581179643	-0.005212858384013043	-0.002402417917388299	0.0048470238247877604	0.06916681785679976	0.07109693492375076	0.05850020715370855	0.17493773637118362	0.024833093336824263	0.023167951640582964	0.08209857287686184	0.0690498547812987	0.059552241370422934	0.057055547737279604	-0.0312820615985037	0.06538455563667976	0.16802407221665003	9.613822239072032E-4	-0.031497981344842066	-0.04349394602150856	0.024701945041017963	-0.0038426450667617264	0.0014417909665253219	0.18039256959427422	0.5387640839367931	0.41845902531990153	0.3586650994020546	0.27263500881363173	0.3572633329374031	0.3442480848620126	0.35421663278101767	-0.015608284185982696	0.692411438686701	0.39235422575867884	0.28387971371514387	0.07264833574529644	0.008373962036165148	0.20300851382945903	-0.02999147529126068	0.17813914131194547	-0.0021179056861748108	0.08065061316099015	0.09448836582517277	-0.006707213096118166	4.701211867939041E-4	0.002420670420459334	0.005265510903581881	0.3112525035083182	0.2527151592589213	0.38206935907648054	0.09877001378432823	0.25233743409490333	0.09357097390197196	0.22383162439287632	0.1585322226197172	0.1130474778964587	0.07140873566866345	0.11825378873558066	0.021624066953177683	-0.007963192355334063	0.0011250100447325526	-0.00979701864853468	0.03386823774493813	0.07760236242830343	0.11371769859603305	0.22043263819249728	0.16455246600365311	0.20238388636210936	0.23685570463375913	-0.007727800266085999	0.07504716172183185	0.11657070189692306	0.24853898086283055	-0.010741258741257838	0.05986659387091413	0.006087628723668403	0.004331361532559647	0.1034306670999481	0.045743255055066386	0.11693991802459267	0.04305211025350686
RNA splicing	0.8500760946594325	0.8442067673779472	-0.01784080512351312	-0.06596718877063952	-0.0438814824917328	-0.06823891795154086	-0.03191924703314666	-0.027568331762488484	-0.01784080512351312	-0.03790087463556951	-0.03790087463556951	0.0011583860966172348	-0.011045503159067875	-0.004682665774729877	0.028743921273309513	0.6543129956303612	0.8314255876812193	0.07359752959341326	0.016410386884410766	-0.029782704278804296	-0.05066737752051582	-0.07003168247350362	-0.056397358799092766	-0.0629623656997727	-0.03829891458478306	-0.03937617409467533	-0.044368462581179643	1.0	-0.03726600165047781	-0.03531802419325333	-0.03662398357708145	0.014939640012531607	0.038636868142322305	-0.06332470287300729	-0.02056628567178194	0.03070233059197566	0.026370599128931405	0.04222703254374569	0.019469201170783244	0.01928985698162495	0.015087870426835338	0.08330231443475036	0.06657649479763825	-0.05322769058865344	0.15411698611308086	0.6680663113077874	0.028564917267891093	0.030097383448683644	-0.022073841964090096	-0.03261483752853643	-0.004940966064960024	-0.04210913122279074	-0.030468852300841842	-0.03726600165047781	-0.029053435351449483	-0.026202429149797625	-0.06908649022378553	-0.07588250554282215	-0.009274634482200306	-0.04620977529129418	-0.015302062574379324	-0.057194051364869956	-0.037595313098005984	0.16686316901948653	-0.02878817802664957	-0.009107441302282464	-0.007959354949328484	-5.230574660576686E-4	0.010128451741710317	0.042532007071668675	-7.897131281212699E-4	-0.03330237296260788	-0.03191924703314666	-0.04215456674473004	-0.06478598445921721	-0.05713456429034013	-0.07800555715841566	-0.016854277213752208	-0.06177294727010253	-0.012273692545801294	-0.032523301326274685	-0.024380709704507262	-0.03726600165047781	-0.036943324899239516	-0.056395734168826206	-0.056395734168826206	0.11292102434127514	-0.007785233286677323	0.001616382057649065	0.03595154226323651	0.008710306442656536	0.048519928623273076	-0.03186250189315826	-0.025786037454900053	-0.05770430628264559	-0.059367426713200125	-0.016960714925258275	-0.05730258560447193	-0.06118105592451053	-0.06264635771612598	-0.004682665774729877	-0.07353528645765789	0.16069548065725778	-0.04273633863775718	-0.05272051368705719	-0.061661654039923394	0.019877895294663463	-0.01143433814738312
nucleoside diphosphate metabolic process	-0.034082106893881456	-0.03394760646317116	-0.014562035743177456	0.021570578841391713	0.03407632162445922	0.018797746052250902	-0.022753390025279686	-0.02045243259994101	0.5418106935353396	0.7810436358927867	0.8040916742198622	-0.023046755446735706	-0.021532757878180396	0.016048502139803505	-0.012535164653315417	-0.019868415319594095	-0.02454888191786485	-0.003110419906686609	0.008719450101830487	-0.02164644145621697	0.024554306411402445	-0.02421046498077194	0.00588665022074783	-0.02520158458123863	-0.030569708198238663	0.012274978475343104	-0.005212858384013043	-0.03726600165047781	1.0	0.9638436746743219	0.823267759273477	-0.016107542113891805	-0.006728279722155257	5.07172873496387E-4	0.05546165638143117	-0.023501173739878357	-0.024244634994682462	-0.012505360065108162	-0.019493934992942413	-0.015274300360005717	-0.023007170355233458	7.437390048198402E-4	-0.01962970441317231	-0.024879158373613666	-0.024753917263439073	-0.021978493700499476	-3.7145032779729585E-5	-0.00937036345748096	0.5596915623187394	0.8610598620533055	-0.022753390025279686	-0.031827820606830065	-0.02776256577537356	-0.025345622119818598	-0.02125860611184872	-0.011471056824214886	-0.006334012941218134	-0.019305411854766908	-0.01823909799370136	-0.03588338691032538	-0.026744734165280504	-0.022875378162545125	-0.0016205996218601028	-0.023494370780960974	0.04425744665868544	-3.2500067708760575E-4	0.023797033716439032	-0.02086073471385292	0.005032486875582344	-0.013440888822672198	0.02041900713526812	0.9251135917428616	0.8977246609974705	0.7217144506446023	-0.025847454621545463	-0.029596570556109366	-0.01528340139433647	0.004181143631116823	-0.031150945458520346	-0.025637705554836417	-0.020078641345267635	-0.025345622119818598	-0.025345622119818598	0.011550422034651208	-0.016286035192811833	-0.016286035192811833	-0.0036491726007944103	-0.014241511727491276	-0.024715019237095362	-0.02081850656753736	-0.017350754742690648	-0.014920933054125049	-0.010478042119946162	-0.025923459193606155	-0.01711495913254901	-0.02739549341553655	0.5511934556049459	0.005119097367321093	-0.021137637350514243	-0.0314363026768291	-0.01569186875891706	-0.0051166221074956135	-0.024105198597802347	0.7563037215171803	-0.013870013590215285	-0.006341011756123788	-0.012482749188745453	-0.021629006909784455
purine ribonucleoside diphosphate metabolic process	-0.0324454596140345	-0.03232354353755556	-0.014254809549561532	0.0246260959257364	0.03708601310332389	0.021834701055099392	-0.022012109642976674	-0.0198515171078117	0.5702310129027288	0.8093580560947844	0.8331882990829368	-0.019776467820917746	-0.018277986701803525	0.017953992893214536	-0.010698138439004714	-0.01707579720018515	-0.022374736595646223	-7.942811755335815E-4	0.010487537751817906	-0.020974467887208754	0.027715106751845516	-0.022048690858980174	0.008797245707125817	-0.023003112773795263	-0.029246465781851062	0.015388778567931801	-0.002402417917388299	-0.03531802419325333	0.9638436746743219	1.0	0.8536926175048277	-0.01294951156659046	-0.003481204017872196	0.0035739032128665107	0.05906399774457352	-0.020141398686258423	-0.02087818362114588	-0.0092872058539666	-0.016362395232938056	-0.012005238379663568	-0.019834499037093098	0.0033522152980271992	-0.016841070424281422	-0.02269278022692887	-0.021405323979900463	-0.019401137794762408	0.002270589688294986	-0.0060493414751147875	0.5869111162682757	0.8951445444236633	-0.022012109642976674	-0.030395970223526136	-0.026666830291949176	-0.024429217560873913	-0.020610135411103084	-0.009653667848378475	-0.003150393862697676	-0.01625344435396388	-0.017759681192062032	-0.03407376328296091	-0.025726396127595808	-0.020028891267753476	6.902581565529826E-4	-0.02015779921014091	0.047589072138991564	0.001388518773053594	0.016117145308026857	-0.02023595344615939	0.008143213342314415	-0.010304707365541808	0.022446778767423937	0.9611647661158944	0.9336355772959093	0.7461494580718758	-0.022941035791156833	-0.02721837165719696	-0.012194025130774673	0.005906114205274347	-0.028702577148547785	-0.024700448490529568	-0.0180545477826619	-0.024429217560873913	-0.024429217560873913	0.014361694623534035	-0.014366439996167353	-0.014366439996167353	-0.0019242600761852377	-0.011244153804457747	-0.022534740148778386	-0.017535181059651902	-0.014432533813147097	-0.011834822331158325	-0.008102577268985427	-0.024965582971514636	-0.015174322391241314	-0.025110763532128766	0.580543173025942	0.00802915852305718	-0.018579515637386714	-0.02897467919527522	-0.015335702262949079	-0.0019795905373263304	-0.020762852591345596	0.7597162737614578	-0.012005982503227458	-0.0031983993913177714	-0.009417102007148207	-0.01837327265622526
ribonucleotide catabolic process	-0.033544315018704224	-0.03341401763145357	-0.014462964347108588	0.032923484566755166	0.035059807907607765	0.029753119549175665	0.0033739565457638694	0.007694723618094163	0.5509754092234108	0.7902729593506583	0.9533939909668132	-0.0187888541540561	-0.017114273135181206	0.0166636478898741	-0.030500907516742146	-0.026721143131813434	-0.023832262545581302	-0.0023492560689116907	0.009292420869225241	-0.021428247836791023	0.02560109483023061	-0.023498044271252856	-0.0026090791704094017	-0.02447670969746784	-0.030136346260033975	0.020355478478466745	0.0048470238247877604	-0.03662398357708145	0.823267759273477	0.8536926175048277	1.0	-0.010643968789593056	-0.0019160782866825448	0.007987510438224148	0.056643024131235356	-0.020033763287700405	-0.020836223328555153	-0.007536874189818911	-0.013895786719642013	-0.01088765115046667	-0.0178882055636973	0.0016035897399023676	-0.018705618729390867	-0.0241583875348436	-0.023637952641646448	-0.021126001896061498	-0.015934204740029354	-0.005447638275552922	0.568492320479297	0.8721429700182446	-0.022512434193303066	-0.013576287949172703	-0.027404672863478363	-0.025046996213827024	-0.021048123107041572	0.008197160460754577	-7.673664136631972E-4	-0.012960017731292855	-0.018083943140717953	-0.021105719817384842	-0.026412445313578527	-0.014883533087056826	-8.615607853793522E-4	-0.022382544835538205	0.04535219757814061	-0.02415167746619887	0.014154502017795237	-0.020658019123778498	0.01231619648319403	-0.012398235369336236	0.021072131527152767	0.8863120245259439	0.9093976324132512	0.7296936122652283	-0.018556363933622737	-0.01831264191560226	-0.009108237329021966	0.00474145643227616	-0.020575002743332908	-0.002029194213523999	-0.01941297848149233	-0.025046996213827024	-0.025046996213827024	0.012477494452121348	-0.015655946430257972	-0.015655946430257972	-0.003086617400324506	-0.013246499781993708	-0.023996318215484556	-0.01664892440413649	-0.009629247416266796	-0.013895420674586606	-0.0096954045722898	-0.02561114563911291	-0.016477696622488512	-0.026641349500028985	0.5606523761605525	-0.0032506684842453894	-0.02029174927727231	-0.020990146157216692	-0.015576888244885479	0.006197739037099628	-0.02299138421020045	0.8929786799100538	-0.013258911479639047	-2.950308377463495E-4	-0.011464404922034642	-0.017220739589772327
negative regulation of biosynthetic process	0.028095532357505695	0.029143635646706263	-0.019798291191572236	0.08875451643456019	0.020387197769270907	0.09216066674786423	0.04129823000444875	0.034653714515804186	-0.0016281657360432446	-0.012752167621121335	-0.00834889732711628	0.37710190452782466	0.39402396853267474	0.027904371515136032	0.002295070901297902	0.02383617635278754	0.038336775160364565	0.14028098133780678	0.04588817531946689	0.008970825381140784	0.12431832693092715	-0.05740395665172616	-0.053066370072693034	-0.006237658898787344	0.008683592504180075	0.07387581371056008	0.06916681785679976	0.014939640012531607	-0.016107542113891805	-0.01294951156659046	-0.010643968789593056	1.0	0.2967110430158751	0.16754212962058915	0.04724156759811863	0.4812340062553312	0.47490685002726957	0.30151588633146315	0.9767637772525213	0.30328481744740715	0.900656073091007	0.2119777915205231	0.6190531066145072	0.011945197984817323	0.32887049402020035	0.1608049092038941	0.010098177384740484	0.41705453612325233	-0.007086188655501648	-0.004261395550873898	0.027952033670403834	0.026988925837395143	0.013818987686220648	0.02356693892309348	0.014532562682347518	0.05279071173731616	0.07116320434652205	0.044174033296492686	-0.02276840519914503	0.05395400436793731	0.03566037317678003	-0.004488540513931126	0.001762875498396795	0.3010162563161181	0.06168186385271082	-0.026219592504144164	0.08714525827271154	-0.006739245737383129	0.7108819531324024	0.27545419868896936	0.018785779696828434	-0.00976979393165615	-0.007637823220382025	-0.002581861197964101	-0.0017018452504543907	-0.0059925011270300175	0.04886706276001572	0.02125772803334742	-0.019908149560244275	4.576432608934066E-4	0.0916560353000387	0.05001659294774948	0.00593383623998833	-0.016263115598879697	-0.0015702695629416518	-0.043919963836215825	0.02908212250378208	0.20329807836690067	0.1957299109333175	0.44081592828251787	0.702561283331092	0.2761469880792384	0.08027658299212102	0.047773187317150245	0.08401254959247062	-0.012648021268922808	-5.288801792576654E-4	-0.0518650393599448	-0.01034942327144227	-0.022641615388436554	-0.00835094330014999	0.04481119226536576	0.2968386548240993	-0.007999176303022748	0.019508542187702576	0.11274664171382774	0.2391263857432351	0.3948758313260022
positive regulation of biosynthetic process	0.008619642090425119	0.009676033272258446	-0.012323717811663042	0.10965070912434859	0.01846390296585556	0.11131430145455379	0.043236680353785306	0.034944300902198265	0.002899195238135915	-0.007807267247153576	-0.004081547220362464	0.5053523148979036	0.5213220558764589	0.04627929812577372	-0.006547183312907911	0.011510500807754226	0.01643045575897758	0.04719020172910638	0.022094197303557397	0.0014916669483790899	0.09058591423466374	-0.045040184698872575	-0.06591074736554436	-0.005284318449300978	-0.008089428550245872	0.07815382176619783	0.07109693492375076	0.038636868142322305	-0.006728279722155257	-0.003481204017872196	-0.0019160782866825448	0.2967110430158751	1.0	0.08351321702820307	0.0563465616479854	0.5465376598646458	0.5607442873352091	0.9668728326209545	0.30334604366551254	0.8510665782010557	0.2981822294550459	0.07527984040784684	0.16067988293601182	-0.013803741644583324	0.4057562697361185	0.08587384069934648	-0.0020726781118671736	0.5080161597801028	-0.0026279026185326874	8.71975466738641E-4	0.00946856318980133	0.020988332076955735	0.020647507155694595	0.011914836568996178	0.006351971987042199	0.040663643858202696	0.035979353401378464	0.016379847270364213	-0.01618047286953566	0.046433663905666944	0.047319967949787975	-0.024451665898086093	0.004567229620006181	0.4111715211046668	0.06629995382334611	-0.025905365001511627	0.06797999860886769	0.01875349167922226	0.2636384715917876	0.7282112577083978	0.04324027993113089	-2.1887548510379217E-4	0.0019645371533604868	-0.007902340724950368	-0.026710861877051812	-0.01409346803424078	0.02198786691183383	0.022944340761884445	-0.03555487735093284	-0.026435867381112105	0.06223305665242978	0.03428657611837723	7.289667943054659E-4	-0.031888127331666176	-0.0336607033701453	-0.0336607033701453	0.004919499105545612	0.12111385809235006	0.06118886654739508	0.5335616791435884	0.27524947675955225	0.7260700205863755	0.06410021945866834	0.03206645863485399	0.060960040333729315	4.5704553267262535E-4	0.004009894210688474	-0.06534338421909948	-0.0268263052132116	-0.03843723352418062	0.019681509627289342	0.09870093288712134	0.4187374733602331	-0.008973740264926897	-0.007125812826463321	0.11818090987810546	0.7201965595248673	0.5244662812194578
negative regulation of signal transduction	-0.05196777601690528	-0.051146326132265926	-0.01937120455069516	0.12952138433937113	0.021078691423518987	0.13148433487416555	0.08098539607611747	0.06841121495327097	0.0011530478899223718	0.005928067955900168	0.018796313030905225	0.03350474304513063	0.049863872617770505	0.005814843152256237	-0.041007293243428534	-0.07550782766205158	-0.05299209166199594	0.0410557184750733	0.010665464924140534	0.025173578880926344	0.322244488977956	0.059819977497187114	-0.04905227202732639	0.004449663185217271	0.009949561251985341	0.06264713899833964	0.05850020715370855	-0.06332470287300729	5.07172873496387E-4	0.0035739032128665107	0.007987510438224148	0.16754212962058915	0.08351321702820307	1.0	0.0384589250526607	0.06559854109678244	0.060331825037707336	0.07854106876884501	0.16478447590265594	0.09880062917813581	0.1748212689901697	0.05133782901892513	0.14287568465591963	0.06693548387096747	-0.026363075602756837	-0.031913097315247656	-0.034225243628813004	0.02822062321774197	-0.004178854993731533	0.014276778158001586	0.04159905590795014	0.033432063459639706	0.02315916598586276	0.013403854513839531	0.01964870497171795	0.04175177427730635	0.030868955158989117	0.019649851760479606	-0.02647003214218099	0.05018748197288711	0.04013042387760214	0.018536416127673164	0.027370868626474053	-0.01987378210806033	0.05381669307976713	-0.035374348127347535	0.10458586803930736	0.020737756890828143	0.11356659089311237	0.04845725435993296	0.0033209762125422826	0.006681841544900355	0.00877710576781201	0.0051972091698708886	-6.128173097322924E-4	0.0031999999999998583	0.0223105199413554	0.004297251241016993	0.0013034854066309512	0.012362190493403329	0.07566335666612449	0.06499058107520646	0.03919721779452269	-0.013729836227065579	0.0442953020134232	0.06221476510067168	-0.015330910137833728	0.17991437081161554	0.18409521737779283	0.04082208089225853	0.11315802265104731	0.05523398620218264	0.06839971081004595	0.06268484455024179	0.10059033452289678	0.0077531027436362945	0.0022344646916049164	-0.05114206128133753	0.058575978161965296	-0.0010712372790571553	0.012624330527925992	0.2672099142687378	-0.02644709218311195	0.010513977196036453	0.04052947598253252	0.38736269484255687	0.060758599372985306	0.04884153671348828
