GeneSymbol,Gene ID (Biomart),log2FC_hypo,Significance_hypo,log2FC_hyper,Significance_hyper
CLTRN,57393,0.1902542950202796,0,0.1130522864202001,0
CLU,1191,0.1069624538341003,0,-0.0110282168629005,0
CLUAP1,23059,0.0342973681094296,0,0.0438141902058095,0
CLUH,23277,-0.1916250786272009,1,-0.0426258877839007,0
CLUHP10,0,0.03886321145995,0,0.0,0
CLUHP3,100132341,-0.1108657742610095,0,0.0093980369275499,0
CLUHP6,0,-0.0303451925360898,0,-0.0029400911466996,0
CLUL1,27098,0.01363289894035,0,0.0262563738671701,0
CLVS1,157807,0.1649133296724798,0,0.0993703855787098,0
CLVS2,0,0.1270904044946306,0,0.0644215128715011,0
CLYBL,171425,-0.0797730931115294,0,-0.0141033982435496,0
CLYBL-AS2,100874063,0.0322434593999103,0,0.0,0
CMAHP,0,0.1096779770727893,0,-0.0219407635528101,0
CMAS,0,0.0654210710215199,0,0.0235817714100701,0
CMBL,134147,0.3406409517455699,1,0.0233824784357494,0
CMC1,152100,0.0142268777597092,0,-0.0479692516923906,0
CMC2,56942,-0.0288309158693991,0,-0.0212207110663484,0
CMIP,80790,0.0604838153699009,0,0.009643099833001,0
CMKLR1,1240,0.01861009642636,0,-0.0418498283829702,0
CMPK1,51727,0.0648116413321009,0,0.0425745997109014,0
CMPK2,129607,0.0875688164652501,0,0.0526640724423197,0
CMSS1,84319,-0.0770905504692098,0,-0.0412578553317697,0
CMTM1,113540,-0.0179236482997495,0,-0.0225634025785401,0
CMTM2,146225,0.1254707261318497,0,0.1297232568731994,0
CMTM3,123920,-0.0821453888763006,0,-0.0161238164756003,0
CMTM4,146223,-0.046127233390699,0,0.0201268657249009,0
CMTM5,116173,0.1133572824533803,0,-0.0967334208577899,0
CMTM6,54918,0.0132794654866899,0,0.0337295504866901,0
CMTM7,112616,0.3576473754078799,1,-0.0752722843581299,0
CMTM8,152189,0.0776127934461801,0,-0.0919712582277298,0
CMTR1,23070,-0.0623776180808004,0,-0.0070505754703003,0
CMTR2,55783,-0.1514023734996001,1,0.0031218275405002,0
CMYA5,202333,0.0253836827773197,0,-0.01918787173474,0
CNBD2,140894,-0.0318250997781,0,-0.0785427156910598,0
CNBP,7555,-0.0038556614575995,0,-0.0287443855959992,0
CNDP1,84735,-0.0267945302359793,0,-0.0375024379378592,0
CNDP2,55748,-0.0511628043306,0,-0.0469527216457983,0
CNEP1R1,255919,0.0014886639734115,0,0.0734831673475113,0
CNFN,84518,0.1553645060958803,0,0.0648982956653396,0
CNGA1,1259,-0.0644291513009696,0,-0.0637047375541399,0
CNGA3,1261,0.2626633889751293,1,-0.0710875295831003,0
CNGA4,1262,0.0663061415441195,0,0.0884757864495,0
CNGB1,1258,0.2198763250909605,0,0.0129663330873608,0
CNGB3,54714,-0.0064913777044699,0,-0.0344011263032699,0
CNIH1,10175,0.1602375757892993,1,0.0464170388306985,0
CNIH2,254263,-0.062589396408601,0,0.0070120992544993,0
CNIH3,149111,0.1984295968983307,0,-0.0515091294949696,0
CNIH4,29097,0.0113086437861706,0,0.0420240686789306,0
CNKSR1,10256,0.0567101543185204,0,0.0418751370900505,0
CNKSR2,22866,0.3253778021342999,1,0.0058209021833004,0
CNKSR3,154043,-0.0728545019522393,0,-0.0268540629700497,0
CNMD,11061,0.1982688147726596,0,0.0317272102283601,0
CNN1,1264,0.1464955723777006,0,0.0684414004855504,0
CNN2,1265,0.2500438249485892,1,-0.0804927695795711,0
CNN2P1,0,-0.0199607352781701,0,-0.0089484918337703,0
CNN2P2,0,0.0,0,0.03143418011331,0
CNN2P3,0,-0.2227432916513194,0,-0.06802047442119,0
CNN2P4,0,-0.0216846154273699,0,0.0005320936244306,0
CNN2P9,0,0.0185146206706594,0,0.0952569943107795,0
CNN3,1266,0.0007159097946995,0,-0.0124878518717999,0
CNN3P1,0,0.0,0,0.0,0
CNNM1,26507,0.2909731878966601,1,0.07082399999131,0
CNNM2,54805,-0.1015196445911996,0,0.0446349825469205,0
CNNM3,26505,-0.0282667118204003,0,0.0068217734697011,0
CNNM3-DT,100506036,-0.0054464953079005,0,0.0358166359211296,0
CNNM4,26504,-0.0231672579519894,0,-0.0621332499122804,0
CNOT1,23019,-0.1096054041782998,1,-0.0446317150975001,0
CNOT10,25904,-0.0292445906900891,0,0.0209111171708809,0
CNOT11,0,-0.131734993667381,1,0.0485631341698997,0
CNOT2,4848,-0.0239058615760008,0,-0.0167105826250999,0
CNOT3,4849,-0.0835196472066002,0,0.0099860940500988,0
CNOT4,4850,-0.0587780657695997,0,0.0101526645034013,0
CNOT4P1,0,-0.03041975277063,0,-0.03041975277063,0
CNOT6,57472,-0.0319156058180993,0,0.0056584700051995,0
CNOT6L,246175,-0.0152729911734805,0,0.0489260385683003,0
CNOT6LP1,0,0.0186311196488899,0,-0.1117434720026402,0
CNOT7,29883,-0.0051584157953996,0,0.0325209893406004,0
CNOT7P1,0,0.0059919173742599,0,0.03809063057549,0
CNOT7P2,0,0.0389245749020501,0,0.0,0
CNOT8,9337,-0.1378629657404015,1,-0.0205337032968007,0
CNOT9,9125,-0.1025346544728993,1,0.0090967602281004,0
CNP,1267,-0.0387465664962984,0,-0.0233261439983998,0
CNPPD1,27013,-0.0307846199766999,0,-0.0073587321491999,0
CNPY1,285888,0.0603902189324205,0,-0.0429227417391597,0
CNPY2,10330,-0.0110013103365602,0,-0.02762322181559,0
CNPY3,10695,0.0769009639095106,0,-0.0469380191306285,0
CNPY4,0,-0.0049580639080186,0,-0.0263281687660192,0
CNR1,1268,0.0814666309257994,0,0.1022783218550102,0
CNR2,1269,-0.0648537860590803,0,0.0251777852544394,0
CNRIP1,25927,-0.0111263497971503,0,-0.0295403599065302,0
CNST,163882,-0.0591290164380797,0,0.0480886873601598,0
CNTD1,124817,-0.1212192436561796,0,-0.1349798297375599,0
CNTD2,79935,0.0717957581886601,0,0.0773484707828302,0
CNTF,1270,-0.00278109990432,0,0.0176744740225398,0
CNTFR,1271,0.0884840091640004,0,0.0480461989043998,0
CNTFR-AS1,415056,0.0615133490586297,0,0.0,0
CNTLN,54875,0.001740863667841,0,-0.0498261246347588,0
CNTN1,1272,0.1415264483657701,0,0.1168268353683696,0
CNTN2,6900,0.1847355427999204,1,-0.0030020279967999,0
CNTN3,5067,-0.0693667146293801,0,0.0249607903712298,0
CNTN4,152330,0.0086085497360102,0,-0.0412787067772493,0
CNTN4-AS1,0,0.0,0,0.0290159263209499,0
CNTN5,53942,-0.0330517720127696,0,0.0336841740234197,0
CNTN6,27255,0.10882894413447,0,-0.0737337721916597,0
CNTNAP1,8506,0.1275326833511396,0,0.0333555046505704,0
CNTNAP2,26047,0.3841229066081002,1,-0.0229138103275996,0
CNTNAP3,79937,-0.0338804261054699,0,-0.0953253348244702,0
CNTNAP3B,728577,0.0685525354292702,0,0.1010830319659703,0
CNTNAP3C,0,0.0377970202484405,0,0.0611804734675605,0
CNTNAP3P1,0,-0.0303451925360898,0,-0.0303451925360898,0
CNTNAP3P2,0,-0.0244514901118497,0,-0.0823868259835602,0
CNTNAP4,85445,0.11520526712198,0,0.0631687120773998,0
CNTNAP5,129684,-0.1956482548884697,0,0.0611850132179387,0
CNTRL,11064,-0.0123367076205003,0,-0.0611132146326003,0
CNTROB,116840,-0.0680707462806999,0,-0.0069392852095013,0
COA1,55744,0.006644300477399,0,-0.0168889484844001,0
COA3,0,-0.0758378739213689,0,-0.0328588959812883,0
COA4,51287,-0.0569600867918804,0,0.0007691945224195,0
COA5,493753,-0.0466119517658292,0,0.0062265933825607,0
COA6,388753,-0.01506838651422,0,-0.0049169542232601,0
COA6-AS1,0,-0.0054723332525696,0,-0.1081625005256601,0
COA7,0,0.11773573740372,0,-0.009600652526359,0
COASY,80347,-0.0132273470974801,0,-0.0171691443385402,0
COBL,23242,-0.0804488455145202,0,-0.0644972081056005,0
COBLL1,22837,-0.0162833954480303,0,0.0586689302758998,0
COCH,1690,-0.0844021815991595,0,0.0415879540802013,0
COG1,9382,0.0064618953570096,0,-0.0412421036766001,0
COG2,22796,-0.1067667554105202,1,-0.0412962448162606,0
COG3,0,0.0260324420211208,0,0.0737601507140492,0
COG4,25839,-0.0904022990395994,0,0.0135299373931001,0
COG5,10466,-0.025326684881799,0,0.0261912978481007,0
COG6,57511,-0.0851786811720796,0,-0.0101627814141007,0
COG7,91949,0.0285404214563591,0,-0.0050040503176003,0
COG8,84342,-0.0730385890880302,0,0.0092093489006508,0
COIL,0,-0.1200648997695399,0,0.0075337641362605,0
COL10A1,1300,0.0,0,0.0,0
COL11A1,1301,0.1835007061062992,1,0.0001803610037001,0
COL11A2,1302,-0.238407749944951,1,0.0292791833082493,0
COL12A1,1303,0.1689767285234795,0,0.0096490480040998,0
COL13A1,1305,-0.08897439224594,0,-0.0320804072822697,0
COL14A1,7373,0.0790455495902602,0,-0.04225161262874,0
COL15A1,1306,-0.0444080246757403,0,0.0690019946948199,0
COL16A1,1307,0.0474544056121493,0,-0.0294877908582407,0
COL17A1,1308,-0.0208468920209998,0,-0.02059096756824,0
COL18A1,80781,-0.0861708400533789,0,0.0713942149269808,0
COL18A1-AS2,100874236,0.0,0,0.0,0
COL19A1,1310,-0.0665427692325097,0,-0.0133743859098895,0
COL1A1,1277,0.1548837555321398,0,-0.1605060263726203,0
COL1A2,1278,0.0526374086714795,0,0.0978518745549603,0
COL20A1,57642,0.0644170153197993,0,0.0751524778222201,0
COL21A1,81578,0.0859993263813798,0,-0.0552933920513396,0
COL22A1,0,0.2852209321406702,1,0.0426855912020096,0
COL23A1,91522,-0.0215740732919895,0,-0.13012911626274,0
COL24A1,255631,0.1968515406004005,0,0.0164437879102106,0
COL25A1,84570,-0.1008839731675204,0,-0.10270768305742,0
COL26A1,136227,0.2235528274401694,1,0.0279942347470889,0
COL27A1,85301,0.2880783124079702,1,-0.0005620856081502,0
COL28A1,340267,-0.02067967271865,0,0.0505857125319701,0
COL2A1,1280,0.5689131545570998,1,-0.0550125641345999,0
COL3A1,1281,-0.0718148817080397,0,-0.0509275050746795,0
COL4A1,1282,0.0922650166745011,0,-0.0111217040499997,0
COL4A2,1284,-0.0165889268580006,0,-0.0011286254257996,0
COL4A2-AS1,100874203,-0.02971315819277,0,-0.0572201328934101,0
COL4A2-AS2,100129836,0.0310232704390802,0,0.0,0
COL4A3,1285,0.0532288607536699,0,0.1018795699496299,0
COL4A3BP,10087,0.0506047399804714,0,0.0373694794892003,0
COL4A4,1286,-0.0260254237085497,0,-0.0194846017106602,0
COL4A5,1287,0.2489588719141,1,0.0312097391479007,0
COL4A6,1288,0.4256657430483184,1,-0.01085841645442,0
COL5A1,1289,0.20202469066672,1,0.0393607228159815,0
COL5A2,1290,0.2266789828951587,1,0.0373852467897197,0
COL5A3,50509,-0.0782231186259903,0,-0.0821284409197504,0
COL6A1,1291,0.2486960851033988,1,0.0076639291285989,0
COL6A2,1292,0.0735571624328601,0,0.05800654336086,0
COL6A3,1293,0.0280771044110696,0,-0.1242318831744198,0
COL6A4P1,344875,0.0645696252462801,0,0.0179309189987799,0
COL6A4P2,0,0.2442498332780704,1,0.0482610947753601,0
COL6A5,0,0.0,0,0.0630689586397599,0
COL6A6,131873,-0.0556350868470403,0,-0.12543906551622,0
COL7A1,1294,-0.2202196351900003,1,0.0539305179406994,0
COL8A1,1295,0.0291356059106604,0,-0.0006314947709595,0
COL8A2,1296,0.0968078389369493,0,0.1372262924543896,0
COL9A1,1297,0.0990047405807406,0,0.0514334094395003,0
COL9A2,1298,0.1223863654959807,0,0.0710660594538206,0
COL9A3,1299,0.0854460869702995,0,0.0452113939323197,0
COLCA1,399948,0.03998460803101,0,-0.0135644285955098,0
COLCA2,120376,0.0939431481720598,0,-0.0769029928810303,0
COLEC10,10584,-0.00140364948445,0,-0.0015058007057504,0
COLEC11,78989,0.0481004146838301,0,-0.0258771781428999,0
COLEC12,81035,-0.1712703419565295,0,-0.1225503716762697,0
COLGALT1,79709,-0.011732912795999,0,-0.0160997772263993,0
COLGALT2,23127,0.0791443740086013,0,0.0084406093011697,0
COLQ,8292,0.1085675764412599,0,0.0212031729709396,0
COMMD1,150684,0.0034227191589302,0,-0.0980118737019104,0
COMMD10,51397,0.0733339227830196,0,-0.0018059490366297,0
COMMD2,0,-0.0266933835516098,0,0.0003305834538203,0
COMMD3,23412,-0.0842052754499302,0,-0.0405059909304199,0
COMMD4,54939,-0.11202310371395,0,-0.0453662504981,0
COMMD5,28991,-0.103184333140879,0,-0.0199989522433305,0
COMMD6,170622,-0.0222072816733014,0,0.0027340630326992,0
COMMD7,149951,-0.0547680159726287,0,0.0322707546484313,0
COMMD8,54951,-0.0347033403116805,0,0.0755054123898499,0
COMMD9,29099,-0.1175036597730301,0,-0.0472865432779698,0
COMP,1311,-0.0572159942612495,0,-0.1184986523753099,0
COMT,1312,0.0320509593089601,0,0.0306482504048801,0
COMTD1,118881,0.2361955147122403,0,0.1196269790461199,0
COP1,64326,-0.0847938008567013,0,0.0145402603990998,0
COPA,0,-0.025335486521401,0,0.0035367110643989,0
COPB1,1315,-0.1016566954331015,1,-0.0063162718059004,0
COPB2,9276,-0.1408506534408999,1,-0.0097583420557008,0
COPE,11316,-0.1206552042766997,0,0.0020342690368,0
COPG1,0,-0.0807639828940995,0,0.0097351811037995,0
COPG2,26958,0.0237640942620007,0,-0.0388536264642986,0
COPRS,55352,-0.1534021887356313,1,-0.0538915415173502,0
COPS2,9318,0.0706713754096011,0,-0.0236492628105988,0
COPS3,8533,-0.1301416643456008,1,-0.0491391445686009,0
COPS4,51138,-0.1263421340763706,1,-0.0409980018447004,0
COPS5,10987,-0.1050879517862295,1,0.00095630027573,0
COPS5P1,0,-0.0266815106657203,0,-0.0266815106657203,0
COPS6,10980,0.0024775794845997,0,-0.0191403470161013,0
COPS7A,50813,0.0172505491500505,0,0.0137785468803404,0
COPS7B,64708,-0.0207402001730994,0,-0.0010158847032997,0
COPS8,10920,-0.0419296072315997,0,-0.0127444230314992,0
COPS8P2,0,-0.0275967642801697,0,-0.0155348708574303,0
COPS8P3,0,0.02750697470064,0,0.0,0
COPS9,150678,-0.1345920395825999,0,-0.0215638088718392,0
COPZ1,22818,0.0070874740766004,0,0.0044906705865006,0
COPZ2,51226,0.2646442529285204,1,0.0870907876134596,0
COQ10A,93058,0.0922917066230404,0,0.0934028811390792,0
COQ10B,80219,-0.07323943712605,0,0.0038053112926395,0
COQ2,27235,-0.0484218297372898,0,-0.0804274473970085,0
COQ3,51805,-0.2042443914958003,1,-0.0566445306888505,0
COQ4,51117,-0.0066649939639997,0,-0.0286178971365984,0
COQ5,84274,0.1099080153077487,0,-0.0411691372927105,0
COQ6,51004,-0.0406422340541201,0,0.0543971020852307,0
COQ7,10229,0.0747630247401502,0,-0.0228436307252195,0
COQ8A,56997,-0.0330104479532007,0,-0.0067097440248407,0
COQ8B,79934,0.0189588885816505,0,0.003504431953349,0
COQ9,0,-0.1102803655470996,0,-0.0011237269571999,0
CORIN,10699,-0.0896672554508999,0,-0.0042760028024995,0
CORO1A,11151,-0.1173835657805693,0,-0.0202562003865693,0
CORO1B,0,-0.0358493697463995,0,0.0060207555042008,0
CORO1C,23603,0.0194116903732997,0,-0.0102563546817986,0
CORO2A,7464,0.1915955726297094,0,-0.0736292531401003,0
CORO2B,10391,-0.2466378903658004,1,-0.0072922330025999,0
CORO6,84940,0.1018805479461502,0,-0.06533190995418,0
CORO7,79585,-0.0368161308535599,0,0.0019695650492002,0
CORT,1325,0.0014627033648997,0,0.0201611558464405,0
COTL1,23406,0.1916170401696,1,-0.0062568077243998,0
COTL1P2,0,0.0,0,0.0271030245377597,0
COX10,1352,-0.0810876537540892,0,-0.0808550289229188,0
COX10-AS1,100874058,-0.0507281202964193,0,0.0302466845671203,0
COX11,1353,-0.0399144330278993,0,0.0077161803679004,0
COX11P1,0,0.1321379564156499,0,-0.0125813237134604,0
COX14,84987,-0.0401885869502196,0,0.0643117181817398,0
COX15,1355,-0.0017214597412298,0,-0.0011387998726402,0
COX16,51241,0.0199772638236002,0,0.0802559526081596,0
COX17,10063,-0.0419841165031193,0,-0.0981222195372302,0
COX17P1,0,0.0109928366338598,0,0.1031147746163103,0
COX18,285521,-0.0031633697809301,0,-0.0708508531842486,0
COX19,0,0.0330483626018303,0,-0.0771121076929191,0
COX20,116228,-0.030101290765101,0,0.0097105941970987,0
COX20P1,0,0.0217548692925397,0,0.0897656156254704,0
COX20P2,0,0.0346517944906601,0,0.0,0
COX4I1,1327,-0.023939083913401,0,-0.0229076652048014,0
COX4I1P1,0,-0.0266815106657203,0,0.0308094412702901,0
COX4I1P2,0,0.0322434593999103,0,0.0,0
COX5A,0,0.025555068632201,0,-0.0248988365153,0
COX5AP2,0,0.0311681565225399,0,0.0260758351742405,0
COX5B,1329,-0.0138475406466991,0,-0.0369528820703006,0
COX5BP6,0,0.0798606058914401,0,-0.0238928828066793,0
COX6A1,0,-0.0801803291460405,0,-0.0382472514686611,0
COX6A1P2,0,-0.0162794304281197,0,-0.0376505990565103,0
COX6B1,1340,-0.0076299749983004,0,-0.0314572538282007,0
COX6B1P1,0,0.0835696777693399,0,-0.0602855059545106,0
COX6B1P4,0,-0.0318937281040003,0,-0.0047907035662406,0
COX6B1P6,0,0.0310232704390802,0,0.0,0
COX6B2,0,0.05572001869875,0,-0.05829525817275,0
COX6C,1345,-0.0251110828177001,0,-0.049038031997,0
COX6CP1,0,0.0317898137339502,0,0.0278150720564704,0
COX6CP13,0,0.04252832663588,0,0.0528614901653305,0
COX6CP16,0,0.0304900786195503,0,0.0,0
COX6CP17,0,0.0,0,0.0316347785264499,0
COX7A1,0,-0.0313311204661301,0,8.085709161953503e-05,0
COX7A2,1347,-0.0191518994070012,0,-0.0150856433606012,0
COX7A2L,9167,0.0727946419291001,0,0.0289320557152006,0
COX7A2P1,0,-0.0789688600659905,0,0.0305137066240996,0
COX7A2P2,0,-0.0376990970271098,0,-0.0060643185006599,0
COX7B,1349,-0.0334536002927006,0,-0.0589056579717013,0
COX7BP2,0,-0.0314292097841901,0,-0.0314292097841901,0
COX7C,1350,0.0478902574492003,0,0.0096776010701002,0
COX7CP1,0,0.0579523068040197,0,0.1539290585247998,0
COX8A,1351,-0.0285900487159,0,0.017230282773001,0
COX8C,341947,0.0014747924283602,0,-0.0580550046204999,0
CP,1356,0.2102533803778001,0,-0.0434233483099602,0
CPA1,1357,0.0101111739166199,0,-0.0567125441668308,0
CPA2,1358,0.1489872152084705,0,0.0193270879584002,0
CPA4,0,-0.0340455996356494,0,0.0143814944332403,0
CPA5,93979,-0.0912015404716699,0,-0.0338927705167897,0
CPA6,57094,0.0575442324587305,0,0.0,0
CPAMD8,27151,0.3596089345852995,1,-0.0459255059055294,0
CPB1,0,0.0275504909239705,0,0.0814121132802601,0
CPB2-AS1,100509894,-0.0770350986428605,0,0.0127257937371298,0
CPD,1362,0.0068241959529,0,0.0077256858377001,0
CPE,1363,-0.0547115917814995,0,-0.0216113254438994,0
CPEB1,64506,0.1411068997775801,0,0.0052978112994299,0
CPEB1-AS1,283692,0.00978258522857,0,0.0626029722109899,0
CPEB2,132864,0.0550739506678112,0,0.0404028704391805,0
CPEB2-DT,441009,0.0425409822880098,0,-0.0212726275408297,0
CPEB3,22849,-0.07595067457222,0,0.1317661091283497,0
CPEB4,80315,0.0963464356549987,0,0.0383094750490791,0
CPED1,79974,0.1056930185779103,0,-0.0122355955832595,0
CPHL1P,0,0.0266113597593298,0,0.0547136946694095,0
CPLANE1,65250,-0.0788879438416003,0,0.0143827777593994,0
CPLANE2,79363,0.0641726332911103,0,0.0626354178608501,0
CPLX1,10815,0.0611240509488899,0,0.1687063702557099,0
CPLX2,10814,-0.0975413531753996,0,0.0003322734771007,0
CPM,1368,0.02074332496134,0,0.0947869592888102,0
CPNE1,8904,-0.0183241590820006,0,-0.0001167509484005,0
CPNE2,221184,0.1471081899260102,1,-0.0997128460613296,0
CPNE3,8895,-0.0012486194905001,0,0.0187690137058993,0
CPNE4,131034,-0.0365082178987501,0,-0.03339107939005,0
CPNE5,57699,0.1960454567187799,0,-0.05108957141098,0
CPNE6,9362,-0.0290984011758199,0,-0.00200234763017,0
CPNE7,27132,0.1052715716031897,0,-0.0112368168597294,0
CPNE8,144402,0.3969178636285502,1,-0.0188212542839103,0
CPNE8-AS1,0,0.1406132770369801,0,0.0815813252529702,0
CPNE9,151835,0.0421857974340005,0,-0.1020503117393198,0
CPO,130749,-0.1064013999737296,0,0.0172160958993305,0
CPOX,0,-0.107774989888739,0,-0.0061596881534686,0
CPPED1,55313,-0.1106523390014304,0,-0.0633401457593203,0
CPQ,10404,0.0564264512094698,0,0.0221203785968402,0
CPS1,1373,-0.0197143422306105,0,0.0536050132885899,0
CPSF1,29894,-0.0533795222800996,0,0.0122365154351005,0
CPSF2,53981,-0.025590870373799,0,-0.0092794592661995,0
CPSF3,51692,-0.0868850030042995,0,-0.0377769444607007,0
CPSF4,10898,-0.0159274274751997,0,-0.0271715142607984,0
CPSF4L,642843,-0.0146013738404295,0,0.0481903777471606,0
CPSF6,11052,0.0493387508204001,0,0.0434211667812007,0
CPSF7,79869,-0.0876418784888013,1,-0.0264253022909013,0
CPT1A,1374,0.1524096342699703,0,0.0263136043852698,0
CPT1B,1375,-0.1831847930407901,0,0.0217481303762001,0
CPT1C,126129,0.1119960950495997,1,0.0753257717035005,0
CPT2,1376,-0.0764197521903895,0,-0.0033597628403505,0
CPTP,80772,-0.1173490782685604,0,-0.0127477864139198,0
CPVL,54504,-0.1404776505851703,0,-0.0888236176275505,0
CPXM1,56265,0.2310334372343998,1,0.0098912409736993,0
CPXM2,119587,-0.0183039887474905,0,-0.0889782515822803,0
CR1,1378,0.0756333441450802,0,0.1452299335586699,0
CR2,1380,0.0610170119738304,0,0.0,0
CR381653.2,0,0.0275504909239705,0,0.0,0
CR382285.1,0,0.1729334057034197,0,0.0811720714517401,0
CR383656.1,0,-0.0253264047893999,0,-0.0253264047893999,0
CR383656.4,0,-0.0266815106657203,0,-0.0266815106657203,0
CR391992.1,0,-0.0251768653607697,0,-0.0588944770592698,0
CR545473.1,0,-0.18415111853436,0,-0.0743625249742896,0
CR559946.2,0,0.0275504909239705,0,0.0618221075115705,0
CR589904.2,0,0.0,0,0.0290159263209499,0
CR769775.2,100132874,0.1653719327772105,0,0.0569861839465604,0
CR769776.2,0,0.0476573167340594,0,-0.0680711323652305,0
CR769776.3,0,0.0,0,0.0303879273982499,0
CR786580.1,0,-0.0382424262997505,0,-0.0423515934257299,0
CR848007.1,0,0.0,0,0.0,0
CR936218.1,0,0.0,0,0.0,0
CRABP1,1381,0.6322120354447005,1,-0.0710571581448,0
CRABP2,1382,1.1036489117406791,1,-0.0421802507269601,0
CRACR2A,84766,0.0597468226108297,0,-0.0443918240392502,0
CRACR2B,283229,0.2874004914591097,1,0.1256960425727005,0
CRADD,8738,0.0693095384713702,0,0.0237140407312708,0
CRAMP1,57585,0.0484334351609696,0,0.0598119693465406,0
CRAT,1384,-0.004027183799419,0,-0.0303642531318395,0
CRB1,23418,0.2698119648672898,1,0.0752370315079202,0
CRB2,286204,0.2491951931946001,1,0.0575217078742991,0
CRB3,92359,0.04995101763991,0,-0.0359795512059895,0
CRBN,51185,0.0308204956793698,0,0.056525177606769,0
CRCP,27297,-0.0119849742661699,0,-0.0128859748275687,0
CREB1,1385,-0.0003564016331001,0,-0.0176444777261988,0
CREB3,0,-0.1224883500997009,0,-0.0318767201233409,0
CREB3L1,90993,0.2200046334858596,0,0.0149347285144703,0
CREB3L2,64764,0.1705650702044696,1,0.0216588936423711,0
CREB3L3,84699,0.0,0,0.0,0
CREB3L4,148327,0.2526189029776411,1,-0.0214352842724387,0
CREB5,9586,0.2780099349899902,1,0.1018080989852308,0
CREBBP,1387,-0.1723398908343991,1,0.0012128590055002,0
CREBL2,0,-0.0318696022317208,0,0.0054112603411695,0
CREBRF,153222,0.0822235024118587,0,0.0329926265478395,0
CREBZF,58487,0.0300632993890008,0,0.0122574296706012,0
CREG1,8804,-0.0573489305632612,0,-0.0001329709739099,0
CREG2,200407,0.1127002786564501,0,0.0502662756853604,0
CRELD1,78987,0.0699311224421688,0,0.0662456947243992,0
CRELD2,79174,-0.15917695069108,1,-0.0147571062259004,0
CREM,1390,0.0170690418055894,0,-0.0907823641324707,0
CRH,0,0.1136819201116594,0,0.1078996661405202,0
CRHBP,1393,-0.0304208811872994,0,0.1253739542403007,0
CRHR1,104909134,0.1094557870874801,0,-0.0921289832489105,0
CRHR2,1395,0.0750982901247399,0,-0.00464847238855,0
CRIM1,51232,-0.0252809648070702,0,-0.0121742617713191,0
CRIM1-DT,0,0.0521849798533997,0,-0.0288614835007399,0
CRIP1,1396,-0.0284792592215898,0,-0.2238350108014701,0
CRIP2,1397,0.0837812621845,0,0.013886104876299,0
CRIP3,401262,-0.1003732066957798,0,-0.00206164462924,0
CRIPT,9419,0.0517694049008703,0,0.03739566862337,0
CRISP2,7180,-0.0580126311318505,0,-0.0309096065940908,0
CRISPLD1,83690,-0.065002577328201,0,-0.0691175716126011,0
CRISPLD2,83716,0.0899522766699201,0,0.1551155471308298,0
CRK,1398,-0.1315023119183997,1,-0.0005346269523993,0
CRKL,1399,-0.0284535795211002,0,-0.0205153679609004,0
CRLF1,9244,0.1420718501885494,0,0.0343613229022894,0
CRLF3,0,0.0137033063952198,0,-0.0031477103449297,0
CRLS1,54675,-0.0815720765958198,0,-0.0848611448530896,0
CRMP1,1400,0.0574122675377992,0,-0.0022476301758,0
CRNDE,0,0.2441395798645,0,0.0676147732543999,0
CRNKL1,51340,-0.18263276075246,1,-0.0653125374905307,0
CROCC,9696,0.2417376129125994,1,0.0393789107926991,0
CROCC2,728763,-0.02101876960793,0,-0.1116491693464105,0
CROCCP1,0,0.0321001545987504,0,0.0,0
CROCCP2,84809,-0.0460731556824001,0,0.0022597140773008,0
CROCCP3,114819,-0.0331992913081702,0,0.0111005431485597,0
CROCCP4,0,0.0,0,0.03143418011331,0
CROCCP5,0,-0.0357876334869899,0,-0.0357876334869899,0
CROT,54677,-0.0174080224187687,0,-0.0117796503127785,0
CRTAC1,55118,-0.0574045348349701,0,-0.0602559992633997,0
CRTAM,56253,-0.0471864250339093,0,-0.0747369159578799,0
CRTAP,10491,-0.0551137291160799,0,-0.0187522800074599,0
CRTC1,23373,-0.0641787381880991,0,-0.0050178066077002,0
CRTC2,200186,-0.1387043497280711,1,-0.0395372957024804,0
CRTC3,64784,-0.1209640280106096,1,0.0054352418902112,0
CRTC3-AS1,0,0.05556737123164,0,-0.0016948550134801,0
CRX,1406,0.0321001545987504,0,0.0,0
CRY1,1407,-0.3102342609091195,1,-0.0252036983385099,0
CRY2,1408,-0.0561818763387798,0,0.0008883758220701,0
CRYAA,1409,0.0346517944906601,0,0.0,0
CRYAB,1410,0.1138124705562697,0,0.00612166096316,0
CRYBA1,1411,0.1649103406155401,0,0.1141402953441801,0
CRYBA2,1412,0.0002177612022098,0,-0.0344340332884502,0
CRYBA4,1413,0.0415688491011705,0,-0.0253264047893999,0
CRYBB1,1414,0.0909679304278503,0,0.0263219611307601,0
CRYBB2,1415,0.0415810884890204,0,-0.0822818737164094,0
CRYBB2P1,1416,0.04503233144864,0,-0.0314563829910703,0
CRYBB3,1417,0.0720003080371398,0,-0.0741553022289593,0
CRYBG1,202,-0.0012099852769695,0,0.0042317615168903,0
CRYBG2,55057,0.0850854248767802,0,-0.1885967394691903,0
CRYBG3,131544,-0.02830651377438,0,-0.0556910421847405,0
CRYGA,1418,0.1146500277153395,0,0.0884412111111494,0
CRYGC,1420,0.1232666848087404,0,-0.0059752022939498,0
CRYGD,1421,0.0720599927516101,0,-0.0169376860393004,0
