GeneSymbol	Gene ID (Biomart)	log2FC	Significance
FNDC10	643988	-0.08230553833374987	0
AL691432.2	0	0.02234073286600058	0
MIB2	142678	0.09813957798020034	0
MMP23B	8510	0.04142398531448066	0
CDK11B	984	-0.022062653176019964	0
FO704657.1	0	0.16771586499501012	0
SLC35E2B	728661	0.0400940786485009	0
AL691432.1	0	-0.004021982824879977	0
MMP23A	0	0.03063507493023998	0
CDK11A	728642	0.05951184118592945	0
AL031282.2	0	0.023489072472230532	0
AL031282.1	0	-0.04630126403594037	0
SLC35E2A	9906	0.026360666983860526	0
NADK	65220	0.02082512120909996	0
GNB1	2782	-0.015098484521599786	0
AL109917.1	105378949	0.030067883655480188	0
CALML6	163688	0.0037121319747992487	0
TMEM52	0	-0.05619850646241975	0
CFAP74	85452	0.08626685363271935	0
AL391845.2	0	0.09484347606878973	0
GABRD	2563	0.003418516241540104	0
PRKCZ	5590	0.05309156529323111	0
AL590822.2	0	-0.05566662699636993	0
PRKCZ-AS1	100506504	0.0869671475269298	0
FAAP20	199990	0.045641043750039856	0
AL590822.1	0	-0.056498424273609515	0
SKI	6497	0.023918845091500884	0
MORN1	79906	0.01787994849953023	0
AL589739.1	0	0.09662074753434968	0
AL513477.1	100129534	0.006951118201680373	0
AL513477.2	0	0.05955504901807984	0
RER1	11079	0.007009456802700598	0
PEX10	5192	-0.017927529386380314	0
PLCH2	9651	0.03126731533729998	0
AL139246.1	0	-0.1081852552590501	0
AL139246.4	0	0.052879659315590466	0
PANK4	55229	-0.0159184779925301	0
HES5	388585	-0.3569267509252505	1
AL139246.5	0	-0.16467272170263936	0
TNFRSF14-AS1	0	0.07433645742986972	0
TNFRSF14	8764	-0.06026046481246006	0
AL139246.2	0	-0.030419752770630026	0
AL139246.3	0	-0.042864255725650224	0
PRXL2B	127281	-0.04420983685830038	0
MMEL1	79258	-0.016172367318799452	0
AL831784.1	0	-0.08998211888726004	0
TTC34	100287898	-0.02194339243321064	0
AC242022.2	0	-0.004228095928370479	0
AC242022.1	0	0.0348867816714904	0
AL589702.1	0	0.0	0
ACTRT2	140625	0.0	0
LINC00982	0	0.013871580582230258	0
PRDM16	63976	-0.048672886722510356	0
AL008733.1	0	-0.030419752770630026	0
AL512383.1	0	-0.06603518286862986	0
AL590438.1	0	0.04923285360916996	0
ARHGEF16	27237	0.31307431154195076	1
AL512413.1	0	-0.031788113709799504	0
MEGF6	1953	0.009757255011759725	0
MIR551A	693135	0.02901592632094996	0
AL513320.1	0	-0.0657785817571801	0
TPRG1L	127262	-0.03985306421533075	0
WRAP73	49856	0.018750788743171043	0
TP73	7161	0.08153870921027018	0
AL136528.1	0	-0.03092683882052949	0
AL136528.2	0	0.0010667850216599106	0
TP73-AS1	57212	-0.021178545988099984	0
CCDC27	148870	-0.012568325185320361	0
SMIM1	388588	-0.022623785728680623	0
LRRC47	0	-0.03149133825250061	0
RN7SL574P	0	-0.021478449019010526	0
AL365330.1	0	-0.0366180756800798	0
CEP104	9731	0.02281247629422012	0
DFFB	1677	0.054127997774660486	0
C1orf174	339448	0.02571707194758943	0
LINC01134	100133612	-0.14984234564389975	0
LINC01346	0	0.02757614692420951	0
LINC01777	284661	0.0	0
AJAP1	55966	0.027130848631749416	0
BX005132.2	0	0.0	0
AL139823.1	0	-0.032355336688460135	0
Z98259.3	0	0.005888087576980006	0
Z98259.2	0	0.0	0
AL365255.1	0	0.07137862253194971	0
MIR4689	100616421	0.06023041868732992	0
NPHP4	261734	-0.038288332825599625	0
KCNAB2	8514	-0.03847477246982045	0
CHD5	26038	0.06722422362640046	0
AL031847.2	0	-0.058110720449899844	0
RPL22	0	0.0009133005733001909	0
AL031847.1	0	0.018375001037989946	0
RNF207	388591	0.02577824818280039	0
ICMT	23463	-0.053372836143539715	0
LINC00337	0	0.018777226458250418	0
HES3	390992	0.061477291216569974	0
GPR153	387509	-0.04004557669322928	0
ACOT7	11332	0.00034042220899976883	0
AL031848.2	0	-0.006089737707279497	0
HES2	0	-0.012832865061169763	0
ESPN	83715	-0.017866841793959587	0
AL031848.1	0	-0.0027992547620003805	0
TNFRSF25	8718	-0.0033454891281099464	0
PLEKHG5	57449	0.0023553419216195692	0
NOL9	79707	0.03709261114290108	0
TAS1R1	80835	0.03960775163924968	0
ZBTB48	3104	-0.012279258854309916	0
KLHL21	0	0.051010052797670014	0
PHF13	0	0.00010222379866142717	0
THAP3	90326	-2.4250971680572775e-05	0
DNAJC11	55735	-0.014568053999299835	0
CAMTA1-DT	0	0.07228201866634976	0
CAMTA1	23261	0.053106627064899214	0
AL590128.1	0	0.058839281502700125	0
CAMTA1-IT1	0	-0.040497040531230155	0
AL359881.3	0	0.005857489957620032	0
AL359881.2	0	0.009600840926809795	0
AL359881.1	0	0.07087607035104959	0
VAMP3	9341	0.018458875028789734	0
Z98884.2	0	0.07126390304881003	0
PER3	8863	-0.01269615408891056	0
TNFRSF9	3604	0.0613092278308498	0
PARK7	11315	0.017457087085100298	0
AL034417.4	0	-0.07114763369294952	0
AL034417.3	0	-0.11752055988031973	0
ERRFI1	54206	0.005597446999200173	0
AL034417.2	0	-0.005644289034949956	0
AL034417.1	0	0.15244281316285946	0
AL358876.1	0	-0.030419752770630026	0
LINC01714	102724539	0.0	0
SLC45A1	50651	0.04613602666236982	0
RF00019	0	0.0	0
RERE	473	0.0017306885428993724	0
RERE-AS1	0	-0.04650692289357039	0
RPL7P11	0	0.11991150022213937	0
RPL7P7	0	-0.031893728104000374	0
AL357552.2	0	0.041053970536189865	0
RPL23AP19	0	-0.0043261852464304695	0
ENO1	2023	0.0003655232189991864	0
MIR6728	102465436	0.062444219796749856	0
ENO1-AS1	100505975	0.09983105833098005	0
HMGN2P17	0	0.11728039524623934	0
AL139415.1	0	0.02901592632094996	0
CA6	765	-0.05200791545512029	0
SLC2A7	155184	0.0	0
SLC2A5	6518	0.04316728703804973	0
GPR157	80045	-0.04244228745343026	0
MIR34AHG	106614088	-0.05893666651576002	0
LNCTAM34A	102724571	0.06896827986745002	0
H6PD	9563	-0.005808748274899855	0
SPSB1	0	0.06626186119516042	0
BX323043.1	0	0.00455032389743959	0
LINC02606	100506022	-0.02919336174196019	0
SLC25A33	84275	-0.015074418989861726	0
AL954705.1	0	-0.0031472779821202224	0
TMEM201	199953	0.023083758632049367	0
PIK3CD	5293	0.12267695782774002	0
AL691449.1	0	-0.02668151066572033	0
PIK3CD-AS2	0	-0.04777513012779977	0
CLSTN1	22883	0.008588969885000353	0
MZT1P1	0	0.0	0
AL357140.3	0	-0.12296450650898993	0
CTNNBIP1	56998	-0.0448529015656014	0
AL357140.1	0	0.0587378030642105	0
LZIC	84328	0.006954740966550688	0
AL357140.2	0	0.051371277565889883	0
NMNAT1	64802	0.00023152200064924244	0
RN7SKP269	0	-0.015687697477389406	0
MIR5697	100847055	-0.034434033288450294	0
RBP7	116362	-0.05188390345140981	0
UBE4B	10277	-0.03072038673139943	0
AL590639.1	0	0.0	0
PGAM1P11	0	-0.11338183045357031	0
RNU6-828P	0	-0.027149752794989546	0
KIF1B	23095	-0.02082291699930039	0
AL358013.1	0	0.02901592632094996	0
RNU6-37P	0	0.014695587529060639	0
AL139424.3	0	0.004752669447589675	0
AL139424.2	0	0.0432140360620501	0
PGD	5226	-0.019015377231800912	0
AL139424.1	0	-0.09787304619555925	0
CENPS-CORT	100526739	0.06304675608420052	0
CENPS	0	-0.07817441656175994	0
CORT	1325	0.020161155846440515	0
DFFA	1676	0.016380793793899784	0
AL354956.1	0	-0.05675561457359013	0
PEX14	5195	-0.024085982978229836	0
RN7SL614P	0	0.08436049800239065	0
CASZ1	54897	-0.03442496696260022	0
AL139423.1	0	-0.09885181801447995	0
C1orf127	148345	-0.0655585229305693	0
CFL1P6	0	-0.09719436353876976	0
TARDBP	23435	0.005751644359099473	0
MASP2	10747	-0.11411109224350025	0
AL109811.2	0	0.012700659687639337	0
SRM	6723	-0.006823116395009876	0
EXOSC10	5394	-0.05007089444150026	0
AL109811.1	0	0.006186914523859777	0
EXOSC10-AS1	0	-0.10193551119438027	0
MTOR	2475	0.01958962463619862	0
MTOR-AS1	100873935	0.0	0
ANGPTL7	10218	0.0	0
UBIAD1	29914	-0.07794033112608112	0
UBE2V2P3	0	-0.031893728104000374	0
AL031291.1	0	0.05997876340466046	0
MTCYBP45	0	-0.034745938017060496	0
DISP3	57540	-0.018095675105300302	0
AL590989.1	0	0.022067851513499548	0
LINC01647	101929181	-0.02532640478939996	0
FBXO2	0	0.06015639502273995	0
FBXO44	93611	0.0300126251072097	0
FBXO6	26270	-0.007151967394799286	0
MAD2L2	10459	-0.06611817674460063	0
DRAXIN	374946	-0.04189322703490106	0
AGTRAP	57085	-0.032584782201489304	0
C1orf167	284498	-0.007692384162109711	0
AL953897.1	102724659	0.030387927398249914	0
MTHFR	4524	0.001828001031000781	0
CLCN6	1185	-0.03105280551219991	0
NPPA	4878	-0.002027142242519986	0
NPPB	4879	-0.019564070179970194	0
AL021155.1	0	-0.15766315241875972	0
AL021155.2	0	0.048297553125990156	0
KIAA2013	90231	0.01003897662802089	0
PLOD1	5351	-0.039588769699390625	0
MFN2	9927	-0.0069348373172992694	0
MIIP	60672	-0.05316451806569056	0
RF00019	0	0.0	0
TNFRSF8	943	0.05605673259634969	0
TNFRSF1B	7133	-0.17406333508200955	0
VPS13D	55187	0.0009120718337989331	0
SNORA59A	677882	0.03187590228740955	0
AC243836.1	0	0.07412279833844959	0
DHRS3	9249	-0.012738970299130514	0
RNU6ATAC18P	0	0.03470692762553007	0
MIR6730	0	-0.06024218862411068	0
AC254633.1	0	-0.005929032123970224	0
C1orf158	93190	0.06643067580065942	0
PRAMEF12	390999	0.031634778526449914	0
HNRNPCL1	343069	0.012639908195620109	0
PRAMEF2	65122	0.0	0
HNRNPCL2	440563	-0.06117394428849021	0
LRRC38	126755	0.02740510138939012	0
BRWD1P1	0	0.0	0
PDPN	10630	-0.005379661693000415	0
RF00564	0	0.06264867247969974	0
PRDM2	7799	0.0017730611843003174	0
KAZN	23254	0.008357067710900168	0
AL357873.1	0	-0.08397483310735065	0
KAZN-AS1	0	0.0	0
TMEM51-AS1	200197	-0.09884429324500044	0
TMEM51	55092	-0.09542249521630985	0
C1orf195	727684	0.02740510138939012	0
AL035405.1	0	0.0	0
AL391094.1	0	0.00101442734267998	0
FHAD1	114827	-0.028666150502219878	0
AL031283.2	101927417	0.006308373737049955	0
AL031283.3	0	0.0	0
AL031283.1	0	0.12736383872211032	0
EFHD2	79180	0.05968865330481954	0
CTRC	11330	0.033093054635350505	0
CELA2A	63036	0.0271030245377597	0
CASP9	842	-0.028573488076180098	0
DNAJC16	0	-0.03705867298364929	0
SCARNA21B	107397391	0.0	0
AL121992.3	0	0.0271030245377597	0
AGMAT	0	-0.010163649965459598	0
AL121992.1	0	-0.03551991701918045	0
CHCHD2P6	0	-0.04634343801692964	0
RNU7-179P	0	0.0	0
DDI2	0	0.01161250814060999	0
AL121992.2	0	0.0649608855793602	0
PLEKHM2	23207	-0.051533177846300404	0
AL450998.3	0	0.0271030245377597	0
SLC25A34	284723	-0.02676866315673987	0
SLC25A34-AS1	110806303	0.0271030245377597	0
TMEM82	0	0.0	0
FBLIM1	54751	0.12552350359236986	0
RPL12P14	0	0.05611895085871055	0
UQCRHL	440567	-0.10434676034887058	0
AL450998.1	0	-0.02297439471395002	0
AL450998.2	729614	-0.005167836582999463	0
SPEN	0	-0.019521066680900034	0
ZBTB17	7709	-0.0019125943003999168	0
AL355994.4	0	0.059406504481370526	0
TBC1D3P6	0	0.06868149097554976	0
SRARP	149563	0.0	0
HSPB7	27129	-0.0010412823859402565	0
CLCNKA	1187	-0.02297939194904952	0
AL355994.2	0	0.11555630426614005	0
CLCNKB	1188	-0.023570430258270214	0
FAM131C	0	-0.05827549716640945	0
EPHA2	1969	0.028008912143890896	0
AL451042.2	0	-0.01971708299639996	0
AL451042.1	0	0.0012895859903601092	0
ARHGEF19	128272	-0.01998785437739059	0
ANO7L1	0	-0.05151897865829991	0
CPLANE2	79363	0.06263541786085014	0
MT1XP1	0	-0.11343087054708967	0
FBXO42	54455	0.04078923163599946	0
SZRD1	26099	-0.032525680748600294	0
RPL22P3	0	0.027410071718509954	0
SPATA21	374955	0.01467019536264047	0
NECAP2	55707	-0.04136167435279958	0
LINC01772	0	0.04067787891624963	0
CROCCP3	114819	0.011100543148559794	0
RNU1-1	26871	-0.007028931899060176	0
AL137802.2	0	-0.10289255084889071	0
AL137802.3	0	-0.12461112626748072	0
LINC01783	0	0.011652874824519266	0
RNU1-6P	0	-0.02532640478939996	0
AL355149.1	0	0.0	0
NBPF1	55672	-0.00639942118710124	0
AL137798.1	0	0.07177254625451024	0
CROCCP2	84809	0.002259714077300856	0
MST1P2	0	-0.05580653076764008	0
AL021920.2	0	-0.08835782366794032	0
EIF1AXP1	0	-0.053678128400379777	0
ESPNP	0	0.0020249233527902533	0
CROCC	9696	0.03937891079269917	0
CROCCP4	0	0.031434180113310006	0
MST1L	0	5.786893726966724e-05	0
BX284668.2	112267871	-0.012014099985420579	0
BX284668.5	0	-0.03498124256275048	0
RNU1-2	26870	-0.03142920978419017	0
BX284668.6	0	-0.07899607313516999	0
MFAP2	4237	-0.002343153747951021	0
AL049569.1	0	-0.044480022146580644	0
ATP13A2	23400	0.027093692937800284	0
SDHB	6390	0.022819873827829795	0
PADI2	11240	0.045243511160389716	0
AL590644.1	400743	-0.02305226315132991	0
PADI1	29943	0.1915180079826202	0
PADI3	51702	0.09365752336195055	0
PADI4	23569	0.0	0
RCC2-AS1	0	-0.013173235663840543	0
RCC2	55920	0.04298856598300027	0
ARHGEF10L	55160	0.030278607809901104	0
AL136529.1	0	-0.06632776139246044	0
ACTL8	81569	-0.002491997059560269	0
IGSF21	84966	0.12299645630896983	0
AL591896.1	0	0.07607404341863067	0
KLHDC7A	0	0.02979558553419004	0
DYNLL1P3	0	-0.030345192536089804	0
PAX7	5081	0.03220713829979971	0
AL080251.1	0	0.012504727101489976	0
ALDH4A1	8659	0.0027586174792197937	0
MIR1290	0	0.0	0
IFFO2	126917	0.008662944129220307	0
AL137127.1	0	0.0029744486582403695	0
UBR4	23352	0.008442448217099496	0
EMC1-AS1	0	-0.029324431390910455	0
EMC1	23065	-0.008776827101399931	0
MRTO4	51154	-0.07909218657357897	0
AL035413.2	0	-0.00820427192892037	0
AKR7L	0	-0.06958727051476998	0
AKR7A3	22977	-0.07129737384093016	0
AL035413.1	0	0.0	0
AKR7A2	8574	-0.0004362229813601459	0
RNU6-1099P	0	-0.12832270809589996	0
PQLC2	54896	0.004578380896338885	0
CAPZB	832	-0.022015687152499908	0
MICOS10	440574	0.02424774357546866	0
AL031727.2	105378614	-0.03133112046613018	0
NBL1	4681	0.05477697129122028	0
AL031727.1	0	0.03408958796121997	0
HTR6	0	-0.004676115365060518	0
TMCO4	255104	0.009565797352160565	0
OTUD3	23252	0.08024068378064975	0
PLA2G2A	5320	0.057490951936010504	0
PLA2G5	5322	0.0	0
PLA2G2D	26279	0.031411977557749715	0
PLA2G2F	64600	0.0	0
Z98257.1	0	0.0	0
PLA2G2C	0	0.08359090874837971	0
UBXN10-AS1	0	-0.12649565916883976	0
UBXN10	127733	-0.02382263784139038	0
Z98257.2	0	-0.03142920978419017	0
VWA5B1	127731	-0.05011056938429004	0
LINC01141	0	-0.06485378605908032	0
AL139254.3	0	0.0	0
CAMK2N1	55450	0.021293620501499078	0
MUL1	79594	-0.06715776065354007	0
RPS4XP4	0	-0.01836396167823029	0
FAM43B	0	0.10170450442057	0
PINK1	65018	0.01019334123430049	0
PINK1-AS	100861548	-0.012604090907000653	0
DDOST	1650	-0.023778683024300307	0
KIF17	57576	-0.03891217475983044	0
SH2D5	400745	0.004742959351229814	0
AL663074.1	0	0.0	0
HP1BP3	50809	0.02389106822780107	0
EIF4G3	8672	0.02224789961719864	0
RPS15AP6	0	-0.02532640478939996	0
AL627311.1	0	-0.02668151066572033	0
ECE1	1889	-0.05211326210647016	0
AL031005.1	0	-0.02668151066572033	0
AL031728.1	100506801	0.17890990146354024	0
PPP1R11P1	0	0.027452806580670064	0
NBPF2P	0	0.008848258129139808	0
HS6ST1P1	0	0.05839924624366066	0
CROCCP5	0	-0.03578763348698999	0
NBPF3	84224	-0.041327722398161626	0
ALPL	249	-0.07181376696589936	0
LINC02596	0	0.0	0
RAP1GAP	5909	0.05131718731364998	0
USP48	84196	0.0014304489415000177	0
LDLRAD2	401944	-0.09856589305238028	0
HSPG2	3339	0.03952880832039973	0
AL590556.1	0	-0.02668151066572033	0
LINC01635	101928043	-0.10087876404014029	0
LINC00339	29092	0.014295981226549515	0
CDC42	998	0.003342964934800463	0
AL031281.2	0	0.016244421501840023	0
CDC42-IT1	0	0.13295301972206985	0
WNT4	54361	0.06049442937134053	0
AL445253.1	105376845	0.1657454853721001	0
PPIAP34	0	-0.16203574088160977	0
AL591122.1	0	-0.03133112046613018	0
ZBTB40	9923	-0.050160021866100024	0
ZBTB40-IT1	0	0.0248517365923	0
EPHA8	2046	-0.06969398300093044	0
C1QA	712	-0.08856594713769983	0
C1QC	714	-0.05740027212082932	0
C1QB	713	-0.02291742148287046	0
EPHB2	2048	0.0019933683313997363	0
MIR4684	100616391	0.0	0
MIR4253	100422914	-0.005614423506529853	0
LACTBL1	646262	0.0	0
TEX46	729059	-0.044664087946559405	0
KDM1A	23028	-0.010130072504399124	0
MIR3115	100422866	-0.05200791545512029	0
LUZP1	7798	0.019079669498600182	0
AL161672.1	0	0.03777636181308974	0
HTR1D	3352	-0.0011759002167694987	0
LINC01355	0	-0.013582175201380053	0
HNRNPR	10236	-0.03211935436680058	0
ZNF436	80818	0.07125846124127833	0
ZNF436-AS1	0	-0.0030514816960103275	0
AL109936.2	0	-0.02955777188706943	0
TCEA3	6920	0.03129797893840003	0
AL357134.1	0	-0.034434033288450294	0
ASAP3	55616	-0.02606170563979937	0
E2F2	1870	-0.03171326198144975	0
AL021154.1	0	0.010472638203880003	0
ID3	3399	0.06331732138071011	0
AL450043.1	0	0.03171563561807034	0
MDS2	0	0.0	0
RPL11	6135	-0.05950923556410004	0
ELOA	6924	-0.03322123933680032	0
ELOA-AS1	100506963	0.06383250125551054	0
PITHD1	57095	-0.015387457800001059	0
LYPLA2	11313	0.0012583046065994807	0
GALE	2582	-0.03648464803611873	0
HMGCL	3155	-0.025437749776139995	0
FUCA1	2517	-0.025762619426769717	0
CNR2	1269	0.025177785254439478	0
BTBD6P1	0	0.0	0
AL590609.2	0	0.001216253467799966	0
PNRC2	55629	0.052760679403400346	0
SRSF10	10772	-0.0005046259494001504	0
MYOM3	0	0.08047608135341022	0
IL22RA1	58985	0.02901592632094996	0
IFNLR1	163702	0.09851123677796991	0
AL590683.1	284632	0.004953267860729582	0
GRHL3	57822	0.04411064158867006	0
STPG1	90529	0.05343661374109043	0
NIPAL3	57185	0.06593489123300067	0
RCAN3AS	100750325	0.07600167927512036	0
RCAN3	11123	0.1840133248207696	0
NCMAP	400746	-0.034434033288450294	0
SRRM1	10250	-0.01744437146870048	0
CLIC4	25932	0.02554301499169931	0
RUNX3	864	-0.017288698884020626	0
AL445471.2	0	0.0	0
AL050344.1	0	0.04292447987212	0
AL031432.1	0	0.0047304668920293835	0
SYF2	25949	-0.010376070552670313	0
AL031432.4	0	0.08853620554890007	0
AL031432.5	0	-0.0032776790367003983	0
RSRP1	57035	0.040820970424398695	0
AL031432.3	0	0.024191696587370082	0
AL031432.2	0	-0.04394736057769055	0
RHD	6007	-0.02668151066572033	0
SDHDP6	0	0.09804089424463935	0
AL928711.1	0	0.04151282948087065	0
TMEM50A	23585	0.005900494845098692	0
RHCE	6006	0.08884891138980056	0
AL031284.1	0	-0.046794832294420274	0
MACO1	55219	0.03615613544699947	0
LDLRAP1	26119	-0.05979559932858969	0
AL606491.1	0	-0.03502970793234006	0
MAN1C1	57134	0.03276616190584036	0
SELENON	57190	-0.016786388373599692	0
AL020996.1	0	0.03430635222583067	0
MTFR1L	56181	0.010264583282099338	0
AUNIP	79000	-0.08870840844488015	0
AL033528.2	0	-0.016292225220809975	0
PAQR7	164091	0.02175146865120059	0
STMN1	3925	-0.01622623119919986	0
PAFAH2	5051	-0.04234921335075903	0
EXTL1	2134	0.050572057213280175	0
SLC30A2	7780	-0.17063193493549988	0
TRIM63	84676	0.03859722163761958	0
PDIK1L	149420	0.04217888302622086	0
FAM110D	0	0.16794402942251008	0
C1orf232	110806296	0.11860650920297022	0
AL391650.1	118568799	-0.06903021749324001	0
ZNF593	0	-0.014266507342420631	0
CNKSR1	10256	0.04187513709005053	0
CATSPER4	378807	0.029783276599640196	0
AL355877.1	101928303	-0.003593105801900087	0
AL355877.3	0	0.0	0
CEP85	64793	-0.00983744906032058	0
AL355877.2	0	-0.03142920978419017	0
SH3BGRL3	83442	-0.011555265794658709	0
UBXN11	91544	-0.056110955685259256	0
CD52	1043	0.0443928581305304	0
CRYBG2	55057	-0.1885967394691903	0
AL451139.1	0	0.0271030245377597	0
ZNF683	257101	0.006308373737049955	0
LIN28A	79727	-0.14312037285214974	0
DHDDS	79947	0.005663848414279471	0
AL513365.1	0	-0.06509933580033067	0
AL513365.2	0	0.04078272737590005	0
HMGN2	3151	-0.05705993225270056	0
RPS6KA1	6195	-0.05283067561689947	0
AL512408.1	101928728	0.007699622835919406	0
ARID1A	8289	-0.008330247646599176	0
PIGV	55650	0.056410640527760236	0
RN7SL165P	0	-0.0002589495775504602	0
ZDHHC18	0	0.005937802017109917	0
SFN	2810	0.07833710641784997	0
GPN2	0	0.022328241958179618	0
AL034380.1	0	0.0271030245377597	0
GPATCH3	0	-0.08054782521626969	0
NUDC	10726	-0.05382218745969958	0
NR0B2	8431	-0.025245547697780424	0
KDF1	126695	0.031214492366379964	0
RPL12P13	0	0.07242995341376002	0
OSTCP2	0	-0.05567159732548976	0
TRNP1	388610	-0.024744562658679747	0
TENT5B	0	0.0031527232270800454	0
SLC9A1	6548	0.0036496815122006865	0
AL590640.2	0	-0.02532640478939996	0
CHCHD3P3	0	-0.04428887229839962	0
NPM1P39	0	0.07176934611607066	0
SNRPEP7	0	0.0	0
WDTC1	23038	0.016770919621100333	0
FO393419.3	0	-0.0443644160013692	0
TMEM222	84065	-7.584186278108973e-05	0
RNU6-48P	0	-0.05013042836479986	0
ACTG1P20	0	-0.14775874466331995	0
SYTL1	84958	0.11315706053173002	0
MAP3K6	9064	-0.10304722445749004	0
FCN3	8547	0.031434180113310006	0
GPR3	2827	0.03552319135506998	0
WASF2	10163	-0.03034459802730005	0
BX293535.1	0	-0.06489843681943963	0
AHDC1	27245	-0.03150937489873051	0
FGR	2268	-0.07614725174628045	0
AL031729.1	0	0.1799811655472503	0
LINC02574	0	0.02901592632094996	0
IFI6	2537	0.043450328376629876	0
FAM76A	199870	-0.0680397067377001	0
AL020997.1	0	-0.08033023229508984	0
RPEP3	0	-0.02359392599367993	0
STX12	23673	0.016764747703700067	0
AL020997.2	0	-0.026037465899399592	0
AL020997.3	0	-0.0057770122467397655	0
RNU6-1245P	0	-0.030345192536089804	0
PPP1R8	5511	-0.004952591797898975	0
SCARNA1	677774	0.08115988431986043	0
THEMIS2	9473	0.026070857944810122	0
RPA2	6118	-0.04328683939099953	0
SMPDL3B	27293	-0.08034365226400997	0
AL512288.1	0	0.0271030245377597	0
XKR8	55113	-0.01036681373346049	0
EYA3	2140	-0.016993495940800685	0
AL512288.2	0	-0.015073187993469794	0
RN7SL559P	0	-0.03003269286112964	0
SPCS2P4	0	0.00575026576208959	0
AL137792.1	0	0.0	0
PTAFR	5724	-0.0387533793888899	0
DNAJC8	0	-0.013933406877001175	0
ATP5IF1	93974	-0.030482717129400427	0
AL353622.1	0	-0.043769690503600245	0
AL353622.2	0	-0.034434033288450294	0
SESN2	83667	-0.022583425098810395	0
MED18	54797	-0.0006085680367995394	0
PHACTR4	65979	-0.0035873286949996697	0
CR391992.1	0	-0.05889447705926987	0
RNU6ATAC27P	0	-0.13179899719673926	0
RCC1	1104	-0.002219225034099992	0
